"1791","Eat expect every","Act others many weight government south detail","Guy what little","138.34","2","false","0"
"1792","Candidate face material particularly","Series movement international toward change movie yard reason really keep newspaper season me","Offer source","249.38","2","false","0"
"1793","Notice kid size","Him book heart still deep ball not","Voice Republican radio customer","471.95","4","false","0"
"1794","Where design four lose far","International building national artist physical still son smile crime","Rock usually already movie possible","484.46","3","false","0"
"1795","Audience phone across","Art often save by arrive red strong","President school set support thus","146.89","4","true","0"
"1796","Standard health hear rock only","Story art first owner Democrat magazine write where challenge week camera son","Never view","358.53","5","false","0"
"1797","Head church card","Kind phone popular seem recent lay cover piece energy Mrs wide","Nor southern point","466.48","3","true","0"
"1798","Role else dinner","Sense yard work when arrive most number southern blue color relationship pretty","Miss throw major","358.60","0","false","0"
"1799","Sister room","Purpose nice program according action probably despite anyone himself whose news above call","Bank make easy cover walk","179.44","1","false","0"
"1800","Serve contain available almost","Discover four find media want manage yard consider key official","Certain special party","250.96","4","true","0"
"1801","Risk consider","Full agency water surface writer opportunity treatment record trip","Sign glass southern number","211.80","3","true","0"
"1802","Issue hair evening","Ago these list cost little close part talk for difference sort require","Rule want piece leader try","185.42","4","true","0"
"1803","Significant cultural president play during","Management decision focus remain college account article better understand enough","Figure after price region another","496.94","1","false","0"
"1804","Later receive week","Move personal performance rather cause number fill manage nearly bill","Third without staff","435.89","2","true","0"
"1805","Plant nearly often adult","Respond recently nation space participant star religious return baby bring expect sense","Crime building least somebody","53.43","4","true","0"
"1806","Add near public without","Look avoid month little certainly couple choose wish add natural camera","Her late approach","283.04","0","true","0"
"1807","Father brother some ready","View ever win often exactly strong act once fish","Mouth see","480.84","1","false","0"
"1808","Single list follow","Note employee population benefit same tax trouble","Film treat","147.93","4","false","0"
"1809","Experience Republican author only either","Finally decade amount cultural as herself there people company thought able rich certainly","Hold purpose walk member around","78.08","3","true","0"
